.,/,l,s,t,m,_,t,w,o,_,f,u,l,l,.,t,x,t
F
0.7397,0.4898,0.0000,0.0000,0.7397,1.0000
0.7397,0.4952,0.0000,0.0000,0.7397,1.0000
0.7397,0.4893,0.0000,0.0000,0.7397,1.0000
0.7397,0.5046,0.0000,0.0000,0.7397,1.0000
0.7406,0.4948,0.1143,0.0154,0.7419,0.9960
0.7397,0.4857,0.0000,0.0000,0.7397,1.0000
0.7397,0.5104,0.0000,0.0000,0.7397,1.0000
0.7397,0.5117,0.0000,0.0000,0.7397,1.0000
0.7397,0.4929,0.0000,0.0000,0.7397,1.0000
F,A
0.7397,0.4864,0.0000,0.0000,0.7397,1.0000
0.7397,0.5187,0.0000,0.0000,0.7397,1.0000
0.7397,0.5913,0.0000,0.0000,0.7397,1.0000
0.7397,0.6090,0.0000,0.0000,0.7397,1.0000
0.7397,0.6174,0.0000,0.0000,0.7397,1.0000
0.7347,0.6321,0.1746,0.0743,0.7492,0.9682
0.7337,0.6415,0.0813,0.0500,0.7453,0.9748
0.7397,0.6427,0.0000,0.0000,0.7397,1.0000
0.7397,0.6256,0.0000,0.0000,0.7397,1.0000
